time,open,high,low,close,volume
2023-07-03 09:15:00,216.7,223.3,215.5,219.9,2173757934
2023-07-04 09:15:00,219.9,223.8,219.55,220.85,2686613273
2023-07-05 09:15:00,221.8,225.35,221.25,223.25,1781225884
2023-07-06 09:15:00,222.85,226.65,222.25,223.5,1542914271
2023-07-07 09:15:00,223.8,224.25,218.9,221.1,1324834740
2023-07-09 09:15:00,221.3,221.3,221.3,221.3,6726
2023-07-10 09:15:00,221.25,225.45,217.6,224.2,1665778052
2023-07-11 09:15:00,225.1,230.4,225.0,227.1,4362854955
2023-07-12 09:15:00,227.5,230.0,225.6,228.2,1945103909
2023-07-13 09:15:00,226.9,228.65,222.1,226.0,1455321492
2023-07-14 09:15:00,224.0,226.35,222.9,224.85,1254913905
2023-07-17 09:15:00,225.4,226.9,222.5,223.0,1161726166
2023-07-18 09:15:00,223.0,226.25,220.25,221.9,2156412095
2023-07-19 09:15:00,221.85,227.0,220.65,227.0,1393562336
2023-07-20 09:15:00,227.2,228.5,225.05,225.9,1240550488
2023-07-21 09:15:00,225.35,228.35,224.85,227.4,1269780221
2023-07-24 09:15:00,229.8,244.0,229.6,238.75,5123744140
2023-07-25 09:15:00,241.8,243.45,235.4,238.5,2597147619
2023-07-26 09:15:00,238.6,244.95,236.9,244.95,1447045774
2023-07-27 09:15:00,244.7,255.05,243.15,254.55,4726922556
2023-07-28 09:15:00,253.45,260.05,252.25,255.0,2831688431
2023-07-31 09:15:00,256.25,261.85,254.0,261.0,2024287248
2023-08-01 09:15:00,262.1,263.15,256.55,259.05,2013542416
2023-08-02 09:15:00,257.85,264.35,249.6,255.0,2584821775
2023-08-03 09:15:00,255.3,261.95,253.25,260.15,1964540079
2023-08-04 09:15:00,260.35,262.9,257.2,258.35,1626597154
2023-08-06 09:15:00,258.55,258.55,258.55,258.55,6953
2023-08-07 09:15:00,258.5,270.0,257.7,270.0,3357686204
2023-08-08 09:15:00,272.85,276.8,260.05,269.95,7979074066
2023-08-09 09:15:00,270.0,271.15,265.4,270.05,2033307496
2023-08-10 09:15:00,270.9,271.5,263.55,271.5,1643772186
2023-08-11 09:15:00,271.6,272.5,262.0,263.25,4465941444
2023-08-13 09:15:00,262.9,262.9,262.9,262.9,93590
2023-08-14 09:15:00,262.65,268.35,258.15,263.9,2805171405
2023-08-15 09:15:00,263.0,263.0,263.0,263.0,18876
2023-08-16 09:15:00,263.55,266.95,260.6,264.15,1804277296
2023-08-17 09:15:00,264.5,271.65,263.65,270.75,3550622337
2023-08-18 09:15:00,270.55,274.2,265.2,268.0,3015123190
2023-08-20 09:15:00,269.7,269.7,269.7,269.7,14753
2023-08-21 09:15:00,269.65,271.95,266.65,270.0,1870096209
2023-08-22 09:15:00,270.1,277.15,270.1,274.0,2822153245
2023-08-23 09:15:00,273.95,275.25,271.65,273.5,1863200123
2023-08-24 09:15:00,275.25,276.55,270.2,271.2,1660501560
2023-08-25 09:15:00,270.6,274.4,264.35,269.7,3222342120
2023-08-28 09:15:00,271.2,273.0,268.3,273.0,2453067663
2023-08-29 09:15:00,272.75,273.8,268.5,272.7,3461755779
2023-08-30 09:15:00,272.6,274.3,271.15,274.0,3088399397
2023-08-31 09:15:00,273.85,276.7,256.85,258.25,6553246580
2023-09-01 09:15:00,255.85,261.75,250.65,257.9,6322767498
2023-09-04 09:15:00,259.65,264.5,257.0,264.15,3075748134
2023-09-05 09:15:00,263.85,265.05,260.55,262.1,2936423696
2023-09-06 09:15:00,262.05,262.05,254.8,258.9,1995722628
2023-09-07 09:15:00,258.1,273.0,257.55,272.9,3793645629
2023-09-08 09:15:00,273.05,306.85,271.2,306.4,13329569311
2023-09-10 09:15:00,309.9,309.9,309.9,309.9,200174
2023-09-11 09:15:00,309.75,313.85,302.85,307.05,6782739266
2023-09-12 09:15:00,308.1,308.5,282.25,283.85,5264787079
2023-09-13 09:15:00,283.65,287.8,275.65,282.0,4146144237
2023-09-14 09:15:00,282.1,283.45,275.75,281.1,2758570657
2023-09-15 09:15:00,281.5,285.65,276.2,278.85,2564600366
2023-09-17 09:15:00,280.1,280.1,280.1,280.1,34984
2023-09-18 09:15:00,280.8,288.6,278.8,288.3,2843670424
2023-09-19 09:15:00,289.0,289.0,289.0,289.0,89331
2023-09-20 09:15:00,287.9,293.3,229.6,229.6,4155489788
2023-09-21 09:15:00,229.0,236.2,225.45,231.0,5277770044
2023-09-22 09:15:00,230.9,239.5,230.7,238.35,3802291386
2023-09-24 09:15:00,239.35,239.35,239.35,239.35,40382
2023-09-25 09:15:00,239.75,241.0,236.6,238.2,2314542889
2023-09-26 09:15:00,238.15,239.15,232.9,236.15,1735526439
2023-09-27 09:15:00,236.3,254.1,235.65,249.75,8137200420
2023-09-28 09:15:00,249.65,250.35,243.5,248.5,3968116911
2023-09-29 09:15:00,247.8,254.25,247.25,252.65,4862855778
