1_strategy,MAXHEALTH,NSE,B,60,15,1,10,1,9:16,15:15,1,C,22377,NSE|22377,True,True,1.2999999999999545,76,B
1_strategy,CENTURYTEX,NSE,B,60,240,10,10,1,9:16,15:15,1,C,625,NSE|625,True,True,3.0499999999999545,6,B
